tanggal,bulan,bulan_no,lokasi,kelompok,jenis_pemeliharaan,kategori_sparepart,nama_unit,kode_barang,part_number,nama_barang,qty,satuan,biaya,group_desc,class_desc,subclass_desc
2026-01-01,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,TRUCK TANGKI HINO FG 235 DA 8171 CR 262-006,340307-050309-0012,S510V-EW022,SUPPORT SUB ASSY LH,1.0,PCS,1250000.0,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,TANJUNG,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,340307-010207-0006,23304-JAE51,FUEL FILTER,1.0,PCS,131367.42,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,TANJUNG,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,340307-010207-0008,23304-JAF40,FUEL FILTER,1.0,PCS,233293.88,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,TANJUNG,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,340307-040207-0005,15613-EW010,"ELEMENT,OIL FILTER",1.0,PCS,230205.71,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,TANJUNG,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,340307-040207-0010,23304-JAC70,ELEMENT FILTER,1.0,PCS,182176.52,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,TANJUNG,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,340307-040207-0013,32915-LVA10,OIL FILTER T/M,1.0,PCS,46739.13,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,TANJUNG,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,350201-000200-0024,,ENGINE OIL 15W-40,15.0,LTR,476999.7,Pelumas,Pelumas,Oli
2026-01-01,Jan,1,TANJUNG,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,350201-000200-0040,,GEAR OIL RORED HDA-140,25.0,Ltr,918168.25,Pelumas,Pelumas,Oli
2026-01-01,Jan,1,TANJUNG,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,350201-000200-0041,,GEAR OIL RORED HDA-90,15.0,Ltr,520928.25,Pelumas,Pelumas,Oli
2026-01-01,Jan,1,TANJUNG,MINING,RUTIN,STEERING SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,350201-000200-0069,,STEERING OIL @1 LTR,3.0,Btl,100384.59,Pelumas,Pelumas,Oli
2026-01-01,Jan,1,TANJUNG,MINING,NON RUTIN,STEERING SYSTEM,DUMP TRUCK HINO FM 280 JD 312-034,340307-010312-0009,44361-EV020,FILTER STEERING,1.0,PCS,618339.43,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-012,340307-040207-0010,23304-JAC70,ELEMENT FILTER,1.0,PCS,109925.46,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-013,340307-040207-0010,23304-JAC70,ELEMENT FILTER,1.0,PCS,109925.46,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-013,370601-000216-0003,48120-1100,BAN DALAM 11.00 * 20,1.0,Pcs,408421.87,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-013,370601-000216-0054,,BAN LUAR 11.00 X 20 TYPE KOTA,1.0,SET,4076500.67,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-013,370601-000216-0136,48320-1100,MARSED BAN 11.00 * 20,1.0,Pcs,100612.9,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,AIR SYSTEM,DUMP TRUCK HINO FM 260 JD 312-018,340307-050304-0029,S4430-EW061,DRYER ASSY AIR,1.0,PCS,3707000.0,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-018,370601-000216-0003,48120-1100,BAN DALAM 11.00 * 20,1.0,Pcs,408421.87,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-018,370601-000216-0054,,BAN LUAR 11.00 X 20 TYPE KOTA,1.0,SET,4076500.67,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-018,370601-000216-0136,48320-1100,MARSED BAN 11.00 * 20,1.0,Pcs,100612.9,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-019,370601-000216-0003,48120-1100,BAN DALAM 11.00 * 20,1.0,Pcs,408421.87,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-019,370601-000216-0053,48220-1100,BAN LUAR 11.00 * 20,1.0,Pcs,4510206.5,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-019,370601-000216-0136,48320-1100,MARSED BAN 11.00 * 20,1.0,Pcs,100612.9,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-020,370601-000216-0003,48120-1100,BAN DALAM 11.00 * 20,2.0,Pcs,816843.74,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-020,370601-000216-0053,48220-1100,BAN LUAR 11.00 * 20,2.0,Pcs,9020413.0,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-020,370601-000216-0136,48320-1100,MARSED BAN 11.00 * 20,2.0,Pcs,201225.8,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-024,340307-040207-0010,23304-JAC70,ELEMENT FILTER,1.0,PCS,109925.46,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,TRANSMISSION SYSTEM,DUMP TRUCK HINO FM 260 JD 312-024,340307-010314-0012,31250-E0490,CLUTCH DISC,1.0,PCS,1402851.96,Truck /Bus,Truck /Bus,Hino
2026-01-01,Jan,1,AMPAH,MINING,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO FM 260 JD 312-025,340307-040207-0010,23304-JAC70,ELEMENT FILTER,1.0,PCS,109925.46,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK HINO 130 HD DA 8206 CF 251-034,340307-010309-0039,53802-0W010,"PANEL SUB-ASSY, FRONT SIDE LH",1.0,PCS,765766.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,DUMP TRUCK HINO 130 HD DA 8207 CF 251-035,340307-010305-0029,42311-OW010,SHAFT REAR AXLE 42311-0030L,1.0,PCS,727661.54,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,DUMP TRUCK HINO 130 HD DA 8207 CF 251-035,350201-000200-0040,,GEAR OIL RORED HDA-140,5.0,Ltr,184275.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO 130 HD DA 8207 CF 251-035,370502-000300-0452,,PACKING SILICON RED 70GR,1.0,Tub,13500.0,Barang & Alat Bengkel,Barang & Alat Bengkel,Work Shop
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK HINO 130 HD DA 8207 CF 251-035,340307-010309-0054,58111-37430,PAN FRONT FLOOR,1.0,PCS,2804300.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,DUMP TRUCK HINO 130 HD DA 8678 CO 251-039,370502-000300-0583,,TERMINAL BATTERY,1.0,Psg,18478.14,Barang & Alat Bengkel,Barang & Alat Bengkel,Work Shop
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,340307-010309-0045,55700-37190,PANEL ASSY FRONT,1.0,PCS,2176450.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,340307-010309-0061,61109-0W010,"REIN FORCE SUB-ASSY, FRONT BODY LWR LH",1.0,PCS,811275.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,340307-010309-0074,63111-37230,PANEL ROOF,1.0,PCS,4554450.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,340307-010309-0060,61108-0W010,"REIN FORCE SUB-ASSY, FRONT BODY LWR RH",1.0,PCS,806200.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK HINO 130 HD DA 8642 CQ 251-046,340307-010309-0070,61503-OWO10,REINFORCEMENT SUB-ASSY OUTER LOCK PILLAR,1.0,PCS,256280.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,340307-010309-0037,53801-0W010,"PANEL SUB-ASSY, FRONT SIDE RH",1.0,PCS,675099.5,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,370502-000300-0597,62301-20035,WATER COOLANT @5LTR,1.0,Gln,40322.84,Barang & Alat Bengkel,Barang & Alat Bengkel,Work Shop
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,340501-000300-0059,60621-19315,BLADE FUSE 15A,2.0,Pcs,2000.0,Umum Kendaraan,Umum Kendaraan,Umum Kendaraan
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,340501-000300-0060,60621-19320,BLADE FUSE 20A,2.0,Pcs,2420.96,Umum Kendaraan,Umum Kendaraan,Umum Kendaraan
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,370502-000300-0553,,BOX SEKRING TANCAP,1.0,PCS,10000.0,Barang & Alat Bengkel,Barang & Alat Bengkel,Work Shop
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,370502-000300-0186,,BRAKE FLUID,1.0,Btl,54966.16,Barang & Alat Bengkel,Barang & Alat Bengkel,Work Shop
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,370601-000216-0041,48116-750,BAN DALAM 7.50 * 16,2.0,Pcs,552495.6,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,370601-000216-0122,48216-750R,BAN LUAR 7.50 * 16 RIMBA,2.0,Pcs,3946165.66,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,370601-000216-0139,48316-0750,MARSED BAN 7.50 * 16,2.0,Pcs,138533.36,Suku Cadang Umum,Suku Cadang Umum,Ban
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,TRUCK TANGKI HINO FG 235 DA 8171 CR 262-006,340307-050305-0012,SZ940-T1001,NUT HUB RH,3.0,PCS,154425.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,TRUCK TANGKI HINO FG 235 DA 8171 CR 262-006,340307-040313-0033,48500-EW010,"ABSORBER ASSY,SHOCK FR",2.0,PCS,1193350.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,EXCAVATOR HITACHI ZX210F-5G 332-029,330308-010207-0005,4206080,FILTER FUEL,1.0,Pcs,161164.82,Excavator,Excavator,Hitachi
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,EXCAVATOR HITACHI ZX210F-5G 332-029,330308-010207-0006,4326739,FILTER FUEL,1.0,Pcs,93437.49,Excavator,Excavator,Hitachi
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,HYDRAULIC SYSTEM,EXCAVATOR HITACHI ZX210F-5G 332-034,350201-000200-0071,,HYDRAULIC OIL MEDITRAN SAE 10W,10.0,LTR,263550.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,EXCAVATOR HITACHI ZX 210 F-5G 332-041,350202-000200-0001,3207-1602,GREASE,14.0,Kg,525913.5,Pelumas,Pelumas,Grease
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,HYDRAULIC SYSTEM,BULLDOZER CAT D6G DC-11 342-004,350201-000200-0071,,HYDRAULIC OIL MEDITRAN SAE 10W,40.0,LTR,1054200.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,TRANSMISSION SYSTEM,BULLDOZER CAT D6G DC-11 342-004,350201-000200-0028,,ENGINE OIL MEDITRAN S SAE 30,20.0,LTR,565540.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FINAL DRIVE SYSTEM,BACKHOE LOADER CATTERPILLAR 426F2 361-010,350201-000200-0040,,GEAR OIL RORED HDA-140,20.0,Ltr,737100.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,HYDRAULIC SYSTEM,BACKHOE LOADER CATTERPILLAR 426F2 361-010,350201-000200-0071,,HYDRAULIC OIL MEDITRAN SAE 10W,20.0,LTR,527100.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,DUMP TRUCK HINO 136 HDX DA 8707 JL 251-061,350201-000200-0040,,GEAR OIL RORED HDA-140,10.0,Ltr,368550.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO 136 HDX DA 8707 JL 251-061,340307-040207-0017,23304JAF70,ELEMENT FILTER,1.0,PCS,38820.91,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO 136 HDX DA 8707 JL 251-061,340307-050207-0005,23304-78440,ELEMENT ASSY. FUEL FILTER,1.0,PCS,100656.66,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO 136 HDX DA 8707 JL 251-061,340307-050207-0006,23304-78451,ELEMENT SUB-ASSY. FUEL FILTER,1.0,PCS,87020.17,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,ENGINE SYSTEM,DUMP TRUCK HINO 136 HDX DA 8707 JL 251-061,350201-000200-0024,,ENGINE OIL 15W-40,10.0,LTR,323000.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,TRANSMISSION SYSTEM,DUMP TRUCK HINO 136 HDX DA 8707 JL 251-061,350201-000200-0041,,GEAR OIL RORED HDA-90,10.0,Ltr,347290.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK ISUZU NPS 81 254-006,371109-000300-0157,61905-07161,SEGEL PLASTIK,1.0,PCS,2500.0,Barang Umum,Barang Umum,Barang Umum
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,AIR SYSTEM,DUMP TRUCK HINO 130 HD 4X4 254-008,340307-010302-0037,22074346,AIR COMPRESSOR ARB 12 VOLT,1.0,BH,7530000.0,Truck /Bus,Truck /Bus,Hino
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,FRAME BODY & GUARD SYSTEM,DUMP TRUCK HINO 130 HD 4X4 254-008,371109-000300-0157,61905-07161,SEGEL PLASTIK,1.0,PCS,2500.0,Barang Umum,Barang Umum,Barang Umum
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,BRAKE SYSTEM,DUMP TRUCK ISUZU NKR 71  B 9853 BDG 254-009,340311-030304-0013,I8-97353574-0,CYLINDER. WHEEL L FRONT,1.0,SET,2450000.0,Truck /Bus,Truck /Bus,Isuzu
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,FRAME BODY & GUARD SYSTEM,ARM ROLL ISUZU NPS 81 272-001,371109-000300-0157,61905-07161,SEGEL PLASTIK,1.0,PCS,2500.0,Barang Umum,Barang Umum,Barang Umum
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,TRANSMISSION SYSTEM,FARM TRACTOR KUBOTA M9540 321-007,330217-010207-0004,HHTA0-3771-0,CARTRIDGE OIL FILTER,2.0,PCS,1014500.0,Tractor,Tractor,Kubota
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,ENGINE SYSTEM,CRAWLER CROWN KD 3000 HZL 322-004,331246-010207-0002,RAT230-P020,FUEL FILTER ASSY,1.0,PCS,127880.0,Crawler Dumper,Crawler Dumper,Crown
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,ENGINE SYSTEM,CRAWLER CROWN KD 3000 HZL 322-004,331246-010307-0011,B940LI,VAN BELT HIDROLIK B37,1.0,PCS,184230.0,Crawler Dumper,Crawler Dumper,Crown
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,ENGINE SYSTEM,CRAWLER CROWN KD 3000 HZL 322-004,331246-010307-0021,04.05.02.006,CIRCLIP FOR PISTON PIN 36,2.0,SET,92116.0,Crawler Dumper,Crawler Dumper,Crown
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,ENGINE SYSTEM,CRAWLER CROWN KD 3000 HZL 322-004,331246-010307-0022,02.01.04.010.006,PISTON PIN,1.0,PCS,53222.0,Crawler Dumper,Crawler Dumper,Crown
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,TRANSMISSION SYSTEM,CROWN KD 5000 HZL 322-009,350201-000200-0041,,GEAR OIL RORED HDA-90,20.0,Ltr,694580.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,UNDERCARRIAGE SYSTEM,CROWN KD 5000 HZL 322-010,331246-010315-0002,CRDMP3-T001,IDLER,1.0,PCS,1159938.0,Crawler Dumper,Crawler Dumper,Crown
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,TRANSMISSION SYSTEM,CRAWLER DUMPER PD-5000TA 322-017,331246-020314-0007,GL-268-09,CLUTCH PRESSURE PLATE,2.0,PCS,1008806.0,Crawler Dumper,Crawler Dumper,Crown
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,EXCAVATOR HITACHI ZX210LC-5G LONGARM 332-030,350201-000200-0041,,GEAR OIL RORED HDA-90,10.0,Ltr,347290.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,EXCAVATOR HITACHI ZX138 M-F 332-042,350201-000200-0041,,GEAR OIL RORED HDA-90,20.0,Ltr,694580.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,EXCAVATOR HITACHI ZX 210 LC-5G 332-044,350201-000200-0041,,GEAR OIL RORED HDA-90,20.0,Ltr,694580.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,ELECTRICAL SYSTEM,BULLDOZER WEA B 165 YS 342-015,330740-010306-0002,612600090816,ALTERNATOR,1.0,PCS,5718000.0,Bulldozer,Bulldozer,WEA World Equipment
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,TRANSMISSION SYSTEM,BULLDOZER WEA B 165 YS 342-015,350201-000200-0028,,ENGINE OIL MEDITRAN S SAE 30,6.0,LTR,169662.06,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,FRAME BODY & GUARD SYSTEM,BACKHOE LOADER CATERPILLAR 416 F 361-012,371109-000300-0157,61905-07161,SEGEL PLASTIK,1.0,PCS,2500.0,Barang Umum,Barang Umum,Barang Umum
2026-01-02,Jan,1,KUMAI,PLANTATION,RUTIN,STEERING SYSTEM,COMPACTOR SAKAI SV 526-D 371-013,330625-040312-0003,4216-46000-0,ORBITROL,1.0,PCS,11392500.0,Compactor,Compactor,Sakai
2026-01-02,Jan,1,TANJUNG,MINING,RUTIN,GROUND ENGAGING SYSTEM,EXCAVATOR HITACHI ZX350H-5G 332-033,330308-010310-0023,V39TLHPB,POINT TOOTH TIGER,3.0,Pcs,1546918.2,Excavator,Excavator,Hitachi
2026-01-02,Jan,1,TANJUNG,MINING,RUTIN,GROUND ENGAGING SYSTEM,EXCAVATOR HITACHI ZX350H-5G 332-033,370502-000300-0110,,BOLT & NUT M22 X 130 MM,3.0,PCS,73854.54,Barang & Alat Bengkel,Barang & Alat Bengkel,Work Shop
2026-01-02,Jan,1,TANJUNG,MINING,RUTIN,AIR SYSTEM,EXCAVATOR HITACHI ZX350H-5G 332-036,370502-000300-0006,,AIR ACCU TAMBAH,6.0,Ltr,46904.28,Barang & Alat Bengkel,Barang & Alat Bengkel,Work Shop
2026-01-02,Jan,1,TANJUNG,MINING,RUTIN,HYDRAULIC SYSTEM,EXCAVATOR HITACHI ZX350H-5G 332-036,350201-000200-0071,,HYDRAULIC OIL MEDITRAN SAE 10W,70.0,LTR,1844850.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,BUHUT,MINING,RUTIN,AIR CONDITIONING SYSTEM,DUMP TRUCK HINO FM 280 JD 312-026,370604-000300-0011,,VEE BELT A39,1.0,PCS,42900.0,Suku Cadang Umum,Suku Cadang Umum,V- Belt
2026-01-02,Jan,1,BUHUT,MINING,RUTIN,ENGINE SYSTEM,EXCAVATOR HITACHI ZX 210 F-5G 332-038,330308-010207-0007,4448336,FILTER OIL,1.0,Pcs,298202.26,Excavator,Excavator,Hitachi
2026-01-02,Jan,1,BUHUT,MINING,RUTIN,ENGINE SYSTEM,EXCAVATOR HITACHI ZX 210 F-5G 332-038,330308-050207-0003,YA00086177,PRIMARY FUEL FILTER,1.0,PCS,1272800.0,Excavator,Excavator,Hitachi
2026-01-02,Jan,1,BUHUT,MINING,RUTIN,ENGINE SYSTEM,EXCAVATOR HITACHI ZX 210 F-5G 332-038,350201-000200-0024,,ENGINE OIL 15W-40,23.0,LTR,731398.62,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,BUHUT,MINING,RUTIN,GROUND ENGAGING SYSTEM,EXCAVATOR HITACHI ZX 210 F-5G 332-038,331101-010210-0002,L01 118,CHISEL,1.0,PCS,11222971.0,Hydraulic Breaker,Hydraulic Breaker,Soosan
2026-01-02,Jan,1,BUHUT,MINING,NON RUTIN,HYDRAULIC SYSTEM,EXCAVATOR HITACHI ZX 210 F-5G 332-038,331103-010303-0006,JW1400-HAL31-NN,SEAL KIT BREAKER,1.0,SET,1000000.0,Hydraulic Breaker,Hydraulic Breaker,Jea Wen
2026-01-02,Jan,1,BUHUT,MINING,NON RUTIN,HYDRAULIC SYSTEM,EXCAVATOR HITACHI ZX 210 F-5G 332-038,331103-010303-0014,JW1400-HAL31-NO61,SEAL DIAFRAGMA,1.0,PCS,650000.0,Hydraulic Breaker,Hydraulic Breaker,Jea Wen
2026-01-02,Jan,1,BUHUT,MINING,RUTIN,ENGINE SYSTEM,EXCAVATOR HITACHI ZX 210 F-5G 332-045,330308-010207-0006,4326739,FILTER FUEL,1.0,Pcs,86983.08,Excavator,Excavator,Hitachi
2026-01-02,Jan,1,BUHUT,MINING,RUTIN,HYDRAULIC SYSTEM,EXCAVATOR HITACHI ZX 210 F-5G 332-045,350201-000200-0071,,HYDRAULIC OIL MEDITRAN SAE 10W,20.0,LTR,527100.0,Pelumas,Pelumas,Oli
2026-01-02,Jan,1,BUHUT,MINING,RUTIN,ELECTRICAL SYSTEM,EXCAVATOR HITACHI ZX 210G-5G 332-052,340501-000300-0092,,"LED WORK LIGHT, FLOOD 48W 10-30VDC",2.0,PCS,202878.94,Umum Kendaraan,Umum Kendaraan,Umum Kendaraan
