id_unit,kode_unit,nama_unit,nilai_asset,lokasi,bulan,bulan_no,kategori,prestasi_realisasi,prestasi_budget,pendapatan_realisasi,pendapatan_budget,upah_realisasi,upah_budget,qty_bbm_realisasi,qty_bbm_budget,harga_bbm_realisasi,harga_bbm_budget,biaya_bbm_realisasi,biaya_bbm_budget,maintenance_realisasi,maintenance_budget,penyusutan_realisasi,penyusutan_budget,lainnya_realisasi,lainnya_budget,biaya_langsung_realisasi,biaya_langsung_budget,biaya_tidak_langsung_realisasi,biaya_tidak_langsung_budget,total_biaya_realisasi,total_biaya_budget
312005,312-005,DUMP TRUCK HINO FM 260 JD 312-005,0,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,31431077.81,0.0,10533879.74,0.0,456619.92,0.0,42421577.47,0.0,0.0,0.0,42421577.47,0.0
312006,312-006,DUMP TRUCK HINO FM 260 JD 312-006,0,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1694500.62,0.0,0.0,0.0,0.0,0.0,1694500.62,0.0,0.0,0.0,1694500.62,0.0
312011,312-011,DUMP TRUCK HINO FM 260 JD 312-011,0,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,25,0,14456.01,0.0,361400.25,0.0,11125177.51,0.0,10533879.74,0.0,459558.82,0.0,22480016.32,0.0,0.0,0.0,22480016.32,0.0
312012,312-012,DUMP TRUCK HINO FM 260 JD 312-012,1011252455,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,4067200.0,0.0,0,0,0.0,0.0,0.0,0.0,6996802.9,0.0,10533879.74,0.0,459558.82,0.0,22057441.46,0.0,0.0,0.0,22057441.46,0.0
312013,312-013,DUMP TRUCK HINO FM 260 JD 312-013,1067094595,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,2847040.0,0.0,0,0,0.0,0.0,0.0,0.0,22204763.03,0.0,11115568.7,0.0,484936.01,0.0,36652307.74,0.0,0.0,0.0,36652307.74,0.0
312016,312-016,DUMP TRUCK HINO FM 260 JD 312-016,1049083278,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,7320960.0,0.0,0,0,0.0,0.0,0.0,0.0,12330998.66,0.0,10927950.81,0.0,476750.86,0.0,31056660.33,0.0,0.0,0.0,31056660.33,0.0
312018,312-018,DUMP TRUCK HINO FM 260 JD 312-018,0,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,70,0,14456.01,0.0,1011920.7,0.0,17598528.12,0.0,10664348.58,0.0,465250.75,0.0,29740048.15,0.0,0.0,0.0,29740048.15,0.0
312019,312-019,DUMP TRUCK HINO FM 260 JD 312-019,1024020864,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,4104000.0,0.0,0,0,0.0,0.0,0.0,0.0,20115607.09,0.0,10666884.0,0.0,465361.36,0.0,35351852.45,0.0,0.0,0.0,35351852.45,0.0
312020,312-020,DUMP TRUCK HINO FM 260 JD 312-020,1040066144,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,4125000.0,0.0,0,0,0.0,0.0,0.0,0.0,21852853.24,0.0,10834022.33,0.0,472653.06,0.0,37284528.63,0.0,0.0,0.0,37284528.63,0.0
312024,312-024,DUMP TRUCK HINO FM 260 JD 312-024,1457274807,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,5694080.0,0.0,0,0,0.0,0.0,0.0,0.0,5110167.28,0.0,15179945.9,0.0,662251.54,0.0,26646444.72,0.0,0.0,0.0,26646444.72,0.0
312025,312-025,DUMP TRUCK HINO FM 260 JD 312-025,1456683897,AMPAH,Jan,1,AB,0.0,0.0,0,0.0,6236373.0,0.0,0,0,0.0,0.0,0.0,0.0,15572822.52,0.0,15173790.59,0.0,661983.0,0.0,37644969.11,0.0,0.0,0.0,37644969.11,0.0
312005,312-005,DUMP TRUCK HINO FM 260 JD 312-005,0,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,40,0,14456.01,0.0,578240.4,0.0,0.0,0.0,10533879.74,0.0,456619.92,0.0,11568740.06,0.0,0.0,0.0,11568740.06,0.0
312006,312-006,DUMP TRUCK HINO FM 260 JD 312-006,0,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312011,312-011,DUMP TRUCK HINO FM 260 JD 312-011,0,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,50,0,14456.01,0.0,722800.5,0.0,6665882.57,0.0,10533879.74,0.0,459558.82,0.0,18382121.63,0.0,0.0,0.0,18382121.63,0.0
312012,312-012,DUMP TRUCK HINO FM 260 JD 312-012,1011252455,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,243355.91,0.0,10533879.74,0.0,459558.82,0.0,11236794.47,0.0,0.0,0.0,11236794.47,0.0
312013,312-013,DUMP TRUCK HINO FM 260 JD 312-013,1067094595,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1948375.1,0.0,11115568.7,0.0,484936.01,0.0,13548879.81,0.0,0.0,0.0,13548879.81,0.0
312016,312-016,DUMP TRUCK HINO FM 260 JD 312-016,1049083278,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5610750.27,0.0,10927950.81,0.0,476750.86,0.0,17015451.94,0.0,0.0,0.0,17015451.94,0.0
312018,312-018,DUMP TRUCK HINO FM 260 JD 312-018,0,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465250.75,0.0,465250.75,0.0,0.0,0.0,465250.75,0.0
312019,312-019,DUMP TRUCK HINO FM 260 JD 312-019,1024020864,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1685198.03,0.0,10666884.0,0.0,465361.36,0.0,12817443.39,0.0,0.0,0.0,12817443.39,0.0
312020,312-020,DUMP TRUCK HINO FM 260 JD 312-020,1040066144,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,874261.15,0.0,10834022.33,0.0,472653.06,0.0,12180936.54,0.0,0.0,0.0,12180936.54,0.0
312024,312-024,DUMP TRUCK HINO FM 260 JD 312-024,1457274807,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1120162.64,0.0,15179945.9,0.0,662251.54,0.0,16962360.08,0.0,0.0,0.0,16962360.08,0.0
312025,312-025,DUMP TRUCK HINO FM 260 JD 312-025,1456683897,AMPAH,Feb,2,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,19934848.64,0.0,15173790.59,0.0,661983.0,0.0,35770622.23,0.0,0.0,0.0,35770622.23,0.0
312005,312-005,DUMP TRUCK HINO FM 260 JD 312-005,0,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-5167665.0,0.0,0.0,0.0,456619.92,0.0,-4711045.08,0.0,0.0,0.0,-4711045.08,0.0
312006,312-006,DUMP TRUCK HINO FM 260 JD 312-006,0,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312011,312-011,DUMP TRUCK HINO FM 260 JD 312-011,0,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459558.82,0.0,459558.82,0.0,0.0,0.0,459558.82,0.0
312012,312-012,DUMP TRUCK HINO FM 260 JD 312-012,1011252455,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10533879.74,0.0,459558.82,0.0,10993438.56,0.0,0.0,0.0,10993438.56,0.0
312013,312-013,DUMP TRUCK HINO FM 260 JD 312-013,1067094595,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11115568.7,0.0,484936.01,0.0,11600504.71,0.0,0.0,0.0,11600504.71,0.0
312016,312-016,DUMP TRUCK HINO FM 260 JD 312-016,1049083278,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,433680.3,0.0,10927950.81,0.0,0.0,0.0,11361631.11,0.0,0.0,0.0,11361631.11,0.0
312018,312-018,DUMP TRUCK HINO FM 260 JD 312-018,0,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-5167664.0,0.0,0.0,0.0,465250.75,0.0,-4702413.25,0.0,0.0,0.0,-4702413.25,0.0
312019,312-019,DUMP TRUCK HINO FM 260 JD 312-019,1024020864,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10666884.0,0.0,465361.36,0.0,11132245.36,0.0,0.0,0.0,11132245.36,0.0
312020,312-020,DUMP TRUCK HINO FM 260 JD 312-020,1040066144,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-5149865.97,0.0,10834022.33,0.0,472653.06,0.0,6156809.42,0.0,0.0,0.0,6156809.42,0.0
312024,312-024,DUMP TRUCK HINO FM 260 JD 312-024,1457274807,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15179945.9,0.0,662251.54,0.0,15842197.44,0.0,0.0,0.0,15842197.44,0.0
312025,312-025,DUMP TRUCK HINO FM 260 JD 312-025,1456683897,AMPAH,Mar,3,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-5167664.0,0.0,15173790.59,0.0,661983.0,0.0,10668109.59,0.0,0.0,0.0,10668109.59,0.0
312005,312-005,DUMP TRUCK HINO FM 260 JD 312-005,0,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456619.92,0.0,456619.92,0.0,0.0,0.0,456619.92,0.0
312006,312-006,DUMP TRUCK HINO FM 260 JD 312-006,0,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312011,312-011,DUMP TRUCK HINO FM 260 JD 312-011,0,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459558.82,0.0,459558.82,0.0,0.0,0.0,459558.82,0.0
312012,312-012,DUMP TRUCK HINO FM 260 JD 312-012,1011252455,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10533879.74,0.0,459558.82,0.0,10993438.56,0.0,0.0,0.0,10993438.56,0.0
312013,312-013,DUMP TRUCK HINO FM 260 JD 312-013,1067094595,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11115568.7,0.0,484936.01,0.0,11600504.71,0.0,0.0,0.0,11600504.71,0.0
312016,312-016,DUMP TRUCK HINO FM 260 JD 312-016,1049083278,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10927950.81,0.0,476750.86,0.0,11404701.67,0.0,0.0,0.0,11404701.67,0.0
312018,312-018,DUMP TRUCK HINO FM 260 JD 312-018,0,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465250.75,0.0,465250.75,0.0,0.0,0.0,465250.75,0.0
312019,312-019,DUMP TRUCK HINO FM 260 JD 312-019,1024020864,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10666884.0,0.0,465361.36,0.0,11132245.36,0.0,0.0,0.0,11132245.36,0.0
312020,312-020,DUMP TRUCK HINO FM 260 JD 312-020,1040066144,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10834022.33,0.0,472653.06,0.0,11306675.39,0.0,0.0,0.0,11306675.39,0.0
312024,312-024,DUMP TRUCK HINO FM 260 JD 312-024,1457274807,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15179945.9,0.0,662251.54,0.0,15842197.44,0.0,0.0,0.0,15842197.44,0.0
312025,312-025,DUMP TRUCK HINO FM 260 JD 312-025,1456683897,AMPAH,Apr,4,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15173790.59,0.0,661983.0,0.0,15835773.59,0.0,0.0,0.0,15835773.59,0.0
312005,312-005,DUMP TRUCK HINO FM 260 JD 312-005,0,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312006,312-006,DUMP TRUCK HINO FM 260 JD 312-006,0,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312011,312-011,DUMP TRUCK HINO FM 260 JD 312-011,0,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312012,312-012,DUMP TRUCK HINO FM 260 JD 312-012,1011252455,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10533879.74,0.0,459558.82,0.0,10993438.56,0.0,0.0,0.0,10993438.56,0.0
312013,312-013,DUMP TRUCK HINO FM 260 JD 312-013,1067094595,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11115568.7,0.0,484936.01,0.0,11600504.71,0.0,0.0,0.0,11600504.71,0.0
312016,312-016,DUMP TRUCK HINO FM 260 JD 312-016,1049083278,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10927950.81,0.0,476750.86,0.0,11404701.67,0.0,0.0,0.0,11404701.67,0.0
312018,312-018,DUMP TRUCK HINO FM 260 JD 312-018,0,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312019,312-019,DUMP TRUCK HINO FM 260 JD 312-019,1024020864,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,150,0,14456.01,0.0,2168401.5,0.0,0.0,0.0,10666884.0,0.0,465361.36,0.0,13300646.86,0.0,0.0,0.0,13300646.86,0.0
312020,312-020,DUMP TRUCK HINO FM 260 JD 312-020,1040066144,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10834022.33,0.0,472653.06,0.0,11306675.39,0.0,0.0,0.0,11306675.39,0.0
312024,312-024,DUMP TRUCK HINO FM 260 JD 312-024,1457274807,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15179945.9,0.0,662251.54,0.0,15842197.44,0.0,0.0,0.0,15842197.44,0.0
312025,312-025,DUMP TRUCK HINO FM 260 JD 312-025,1456683897,AMPAH,May,5,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15173790.59,0.0,661983.0,0.0,15835773.59,0.0,0.0,0.0,15835773.59,0.0
312005,312-005,DUMP TRUCK HINO FM 260 JD 312-005,0,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312006,312-006,DUMP TRUCK HINO FM 260 JD 312-006,0,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312011,312-011,DUMP TRUCK HINO FM 260 JD 312-011,0,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,888897.6,0.0,0.0,0.0,459558.82,0.0,1348456.42,0.0,0.0,0.0,1348456.42,0.0
312012,312-012,DUMP TRUCK HINO FM 260 JD 312-012,1011252455,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,395065.6,0.0,10533879.74,0.0,459558.82,0.0,11388504.16,0.0,0.0,0.0,11388504.16,0.0
312013,312-013,DUMP TRUCK HINO FM 260 JD 312-013,1067094595,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,790131.2,0.0,11115568.7,0.0,484936.01,0.0,12390635.91,0.0,0.0,0.0,12390635.91,0.0
312016,312-016,DUMP TRUCK HINO FM 260 JD 312-016,1049083278,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,790131.2,0.0,10927950.81,0.0,476750.86,0.0,12194832.87,0.0,0.0,0.0,12194832.87,0.0
312018,312-018,DUMP TRUCK HINO FM 260 JD 312-018,0,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312019,312-019,DUMP TRUCK HINO FM 260 JD 312-019,1024020864,AMPAH,Jun,6,AB,162.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,800000.0,0.0,0.0,0.0,800000.0,0.0
312020,312-020,DUMP TRUCK HINO FM 260 JD 312-020,1040066144,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,395065.6,0.0,10834022.33,0.0,472653.06,0.0,11701740.99,0.0,0.0,0.0,11701740.99,0.0
312024,312-024,DUMP TRUCK HINO FM 260 JD 312-024,1457274807,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,180833.33,0.0,15179945.9,0.0,662251.54,0.0,16023030.77,0.0,0.0,0.0,16023030.77,0.0
312025,312-025,DUMP TRUCK HINO FM 260 JD 312-025,1456683897,AMPAH,Jun,6,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15173790.59,0.0,661983.0,0.0,15835773.59,0.0,0.0,0.0,15835773.59,0.0
312008,312-008,DUMP TRUCK HINO FM 260 JD 312-008,0,BUHUT,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312009,312-009,DUMP TRUCK HINO FM 260 JD 312-009,0,BUHUT,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312010,312-010,DUMP TRUCK HINO FM 260 JD 312-010,0,BUHUT,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312014,312-014,DUMP TRUCK HINO FM 260 JD 312-014,1066244596,BUHUT,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312017,312-017,DUMP TRUCK HINO FM 260 JD 312-017,0,BUHUT,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312024,312-024,DUMP TRUCK HINO FM 260 JD 312-024,1457274807,BUHUT,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312026,312-026,DUMP TRUCK HINO FM 280 JD 312-026,999855749,BUHUT,Jan,1,AB,194.0,6000.0,58800000,56700000.0,6007700.0,7455000.0,0,0,0.0,0.0,0.0,0.0,1084856.42,24732393.958333332,10415164.05,10415164.052083334,454379.64,10297080.002385,17962100.11,52899638.01280166,7819516.45,8533263.2546875,25781616.56,61432901.267489165
312028,312-028,DUMP TRUCK HINO FM 280 JD 312-028,1216944235,BUHUT,Jan,1,AB,287.1,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312029,312-029,DUMP TRUCK HINO FM 280 JD 312-029,1047084503,BUHUT,Jan,1,AB,188.1,6000.0,60900000,56700000.0,6619700.0,7455000.0,0,0,0.0,0.0,0.0,0.0,18966652.31,15799389.791666666,10907130.24,10907130.2403125,475842.52,7722810.001788749,36969325.07,41884330.033767916,8098784.89,8533263.2546875,45068109.96,50417593.28845541
312035,312-035,DUMP TRUCK HINO FM 280 JD 312-035,1396500500,BUHUT,Jan,1,AB,92.7,6000.0,53666667,63000000.0,0.0,7455000.0,0,0,0.0,0.0,0.0,0.0,6744380.98,13026531.458333334,14546880.21,14546880.208333334,0.0,7722810.001788749,21291261.19,42751221.66845542,7136860.3,8533263.2546875,28428121.49,51284484.923142925
312036,312-036,DUMP TRUCK HINO FM 280 JD 312-036,1375785504,BUHUT,Jan,1,AB,231.0,6000.0,70000000,63000000.0,11830687.0,7455000.0,0,0,0.0,0.0,0.0,0.0,1720512.57,13140682.291666666,14331099.0,14331099.0,0.0,7722810.001788749,27882298.57,42649591.293455414,9308948.15,8533263.2546875,37191246.72,51182854.54814291
332027,332-027,EXCAVATOR HITACHI ZX350H-5G 332-027,2210730000,BUHUT,Jan,1,AB,37.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6613593.75,0.0,0.0,0.0,6613593.75,0.0,0.0,0.0,6613593.75,0.0
332029,332-029,EXCAVATOR HITACHI ZX210F-5G 332-029,1378368000,BUHUT,Jan,1,AB,202.0,0.0,0,0.0,0.0,0.0,3690,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332038,332-038,EXCAVATOR HITACHI ZX 210 F-5G 332-038,1564476300,BUHUT,Jan,1,AB,315.1,350.0,116633660,130130000.0,0.0,0.0,0,0,0.0,0.0,320150.0,0.0,33901021.87,94318663.25,19421628.12,16296628.125,710968.74,2585879.447576923,54353768.73,113201170.82257693,15510524.2,9559622.208870303,69864292.93,122760793.03144723
332039,332-039,EXCAVATOR HITACHI ZX 210 F-5G 332-039,1518656875,BUHUT,Jan,1,AB,244.0,200.0,72360000,60000000.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,13979788.29,9723203.916666666,15819342.45,15819342.447916666,690146.32,1773174.4783384614,30489277.06,27315720.842921793,9622792.69,9559622.208870303,40112069.75,36875343.0517921
332045,332-045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,1765159831,BUHUT,Jan,1,AB,243.0,350.0,89603800,130130000.0,0.0,0.0,0,0,0.0,0.0,202200.0,0.0,48554298.81,71857170.25,55857237.59,49032217.534722224,789118.06,2585879.447576923,105402854.46,123475267.23229915,11915958.98,9559622.208870303,117318813.44,133034889.44116946
332049,332-049,EXCAVATOR SHANTUI SE 215 W 332-049,1205162986,BUHUT,Jan,1,AB,91.9,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332050,332-050,EXCAVATOR SHANTUI SE 215 W 332-050,1205162986,BUHUT,Jan,1,AB,0.0,100.0,0,30000000.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2500000.0,12844919.333333334,12553781.1,12553781.104166666,774225.46,1182116.3188923076,15828006.56,26580816.756392308,0.0,9559622.208870303,15828006.56,36140438.96526261
332051,332-051,EXCAVATOR SHANTUI SE 215 W 332-051,1363248114,BUHUT,Jan,1,AB,78.3,200.0,23490000,60000000.0,0.0,0.0,0,0,0.0,0.0,1027850.0,0.0,14181686.63,12844919.333333334,14200501.19,14200501.185416667,774225.46,1773174.4783384614,30184263.28,28818594.997088462,3123817.03,9559622.208870303,33308080.31,38378217.20595877
332052,332-052,EXCAVATOR HITACHI ZX 210G-5G 332-052,317452500,BUHUT,Jan,1,AB,338.0,350.0,145340000,150500000.0,0.0,0.0,0,0,0.0,0.0,252750.0,0.0,28946329.01,80213761.25,25428365.59,16241855.1715625,1000387.5,2585879.447576923,55627832.1,99041495.86913942,19328036.07,9559622.208870303,74955868.17,108601118.07800972
332053,332-053,EXCAVATOR HITACHI ZX 210G-5G 332-053,1559218096,BUHUT,Jan,1,AB,233.0,0.0,0,0.0,0.0,0.0,3451,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332055,332-055,EXCAVATOR HITACHI ZX350H-5G 332-055,280682888,BUHUT,Jan,1,AB,337.1,350.0,202260000,210000000.0,0.0,0.0,0,0,0.0,0.0,1027850.0,0.0,38121572.93,102944687.91666667,31749865.86,25902305.685208336,3173147.23,3103055.3370923074,74072436.02,131950048.93896732,26897540.77,9559622.208870303,100969976.79,141509671.1478376
342008,342-008,BULLDOZER CAT D7G2 342-008,1929603500,BUHUT,Jan,1,AB,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342012,342-012,BULLDOZER WEA B 220 342-012,2321435000,BUHUT,Jan,1,AB,11.1,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1539419.55,0.0,0.0,0.0,0.0,0.0,1539419.55,0.0,0.0,0.0,1539419.55,0.0
342016,342-016,BULLDOZER KOMATSU D85E 342-016,3651184000,BUHUT,Jan,1,AB,104.3,200.0,106590000,110000000.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,19878513.82,14777130.916666666,38033166.67,38033166.666666664,0.0,1773174.4783384614,57911680.49,54583472.06167179,14174868.34,9559622.208870303,72086548.83,64143094.2705421
