lokasi,bulan,tanggal,account,kode_unit,id_unit,nama_unit,jenis_unit,kategori,kegiatan,remark,jumlah_jam
KUMAI,Aug,2026-08-13,641104132201132 035,322-011,322011,CRAWLER DUMPER PD5000TA 322-011,Crawler,AB,WS-PERBAIKAN UNIT,322-011 PENGELASAN CHASIS PANGKUAN TRANS,12.0
KUMAI,Aug,2026-08-13,641104142200232 075,422-002,,,,,WS-PERBAIKAN UNIT,422-002 RUNNING UNIT PONTON,6.0
KUMAI,Aug,2026-08-13,641104125400632 075,254-006,254006,DUMP TRUCK ISUZU NPS 81 254-006,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-006 GANTI TURBO CHARGER,21.0
KUMAI,Aug,2026-08-13,641104136101232 035,361-012,361012,BACKHOE LOADER CATERPILLAR 416 F 361-012,TLB,AB,WS-PERBAIKAN UNIT,361-012 PASANG PEN GARDAN DEPAN,2.0
KUMAI,Aug,2026-08-13,641104125400332 135,254-003,254003,DUMP TRUCK ISUZU NPS 254-003,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-003 GANTI CENTER BOLT BELAKANG,2.0
KUMAI,Aug,2026-08-13,641104125400832 055,254-008,254008,DUMP TRUCK HINO 130 HD 4X4 254-008,DT Hino,TR,WS-PERBAIKAN UNIT,254-008 PEMASANGAN GARDAN,4.0
KUMAI,Aug,2026-08-13,641104142200632 075,422-006,,,,,WS-PERBAIKAN UNIT,422-006 RUNNING UNIT PONTON,12.0
KUMAI,Aug,2026-08-13,641104125400832 055,254-008,254008,DUMP TRUCK HINO 130 HD 4X4 254-008,DT Hino,TR,WS-PERBAIKAN UNIT,254-008 PEMASANGAN GARDAN,3.5
KUMAI,Aug,2026-08-13,641104132201832 035,322-018,322018,CRAWLER DUMPET PD-5000 TA 322-018,Crawler,AB,WS-PERBAIKAN UNIT,322-018 BANTU MEKANIK LAS KNALPOT,4.0
KUMAI,Aug,2026-08-13,641104125400232 145,254-002,254002,DUMP TRUCK ISUZU NPS 254-002,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-002 PERGANTIAN SPRING,4.0
KUMAI,Aug,2026-08-13,641104127200232 145,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 TES TRANSMISI UNIT,6.0
KUMAI,Aug,2026-08-13,641104127200132 165,272-001,272001,ARM ROLL ISUZU NPS 81 272-001,Arm Roll,TR,WS-PERBAIKAN UNIT,272-001 GANTI BAN BOCOR,1.0
KUMAI,Aug,2026-08-13,641104142200632 075,422-006,,,,,WS-PERBAIKAN UNIT,422-006 RUNNING UNIT PONTON,6.0
KUMAI,Aug,2026-08-13,641104125400232 165,254-002,254002,DUMP TRUCK ISUZU NPS 254-002,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-002 PERBAIKAN BAN MIRING,2.0
KUMAI,Aug,2026-08-14,641104127200132 145,272-001,272001,ARM ROLL ISUZU NPS 81 272-001,Arm Roll,TR,WS-PERBAIKAN UNIT,272-001 PERBAIKAN DUDUKAN SPRING,4.5
KUMAI,Aug,2026-08-14,641104142200232 075,422-002,,,,,WS-PERBAIKAN UNIT,422-002 RUNNING UNIT PONTON,9.0
KUMAI,Aug,2026-08-14,641104136101232 035,361-012,361012,BACKHOE LOADER CATERPILLAR 416 F 361-012,TLB,AB,WS-PERBAIKAN UNIT,361-012 PERBAIKAN PEN GARDAN,5.0
KUMAI,Aug,2026-08-14,641104125400432 075,254-004,254004,DUMP TRUCK ISUZU NPS 81 254-004,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-004 PEMASANGAN NOZEL INJEKTOR,4.5
KUMAI,Aug,2026-08-14,641104125400232 135,254-002,254002,DUMP TRUCK ISUZU NPS 254-002,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-002 GANTI SPRING DEPAN GANTI CENTER,9.0
KUMAI,Aug,2026-08-14,641104136100832 075,361-008,361008,BACKHOE LOADER CAT 416 F2 361-008,TLB,AB,WS-PERBAIKAN UNIT,361-008 LENGKAPI PART UNIT,4.5
KUMAI,Aug,2026-08-14,641104142200832 075,422-008,,,,,WS-PERBAIKAN UNIT,422-008 RUNNING UNIT PONTON,4.5
KUMAI,Aug,2026-08-14,641104142200732 075,422-007,,,,,WS-PERBAIKAN UNIT,422-007 ANALISA UNIT MASUK ANGINA,9.0
KUMAI,Aug,2026-08-14,641104132201632 145,322-016,322016,CRAWLER DUMPER PD5000TA 322-016,Crawler,AB,WS-PERBAIKAN UNIT,322-016 RAKIT TRANSMISI,4.5
KUMAI,Aug,2026-08-14,641104133204232 075,332-042,332042,EXCAVATOR HITACHI ZX138 M-F 332-042,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-042 PERBAIKAN UNIT MASUK ANGIN,4.5
KUMAI,Aug,2026-08-14,641104132200831 075,322-008,322008,CRAWLER DUMPER PD5000TA 322-008,Crawler,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,322-008 SERVICE BERKALA UNIT,2.5
KUMAI,Aug,2026-08-14,641104132201832 145,322-018,322018,CRAWLER DUMPET PD-5000 TA 322-018,Crawler,AB,WS-PERBAIKAN UNIT,322-018 CEK KOPLING SLIP+GANTI KAMPAS,2.5
KUMAI,Aug,2026-08-14,641104125105832 135,251-058,251058,DUMP TRUCK HINO 130HD 251-058,DT Hino,TR,WS-PERBAIKAN UNIT,251-058 GANTI SPRING SEBELAH KANAN,4.0
KUMAI,Aug,2026-08-14,641104136101232 115,361-012,361012,BACKHOE LOADER CATERPILLAR 416 F 361-012,TLB,AB,WS-PERBAIKAN UNIT,361-012 CEK OLI HYD BOCOR,2.5
KUMAI,Aug,2026-08-14,641104142200232 075,422-002,,,,,WS-PERBAIKAN UNIT,422-002 LANJUT RUNNING UNIT PONTON,10.0
KUMAI,Aug,2026-08-14,641104125105832 165,251-058,251058,DUMP TRUCK HINO 130HD 251-058,DT Hino,TR,WS-PERBAIKAN UNIT,251-058 GANTI BAN DEPAN+BANTU MEKANIK,1.0
KUMAI,Aug,2026-08-14,641104136100832 075,361-008,361008,BACKHOE LOADER CAT 416 F2 361-008,TLB,AB,WS-PERBAIKAN UNIT,361-008 LENGKEPI PART ENGINE UNIT,1.5
KUMAI,Aug,2026-08-14,641104125400432 165,254-004,254004,DUMP TRUCK ISUZU NPS 81 254-004,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-004 PEMASANGAN TROMOL RR RH,2.5
KUMAI,Aug,2026-08-14,641104125400732 135,254-007,254007,DUMP TRUCK HINO 130 HD 4X4 254-007,DT Hino,TR,WS-PERBAIKAN UNIT,254-007 BANTU MEKANIK GANTI SPRING,10.0
KUMAI,Aug,2026-08-14,641104142200432 075,422-004,,,,,WS-PERBAIKAN UNIT,422-004 PERBAIKAN KEBOCORAN KOMPRESOR,2.5
KUMAI,Aug,2026-08-14,641104132201632 145,322-016,322016,CRAWLER DUMPER PD5000TA 322-016,Crawler,AB,WS-PERBAIKAN UNIT,322-016 LANUT PERAKITAN TRANSMISI,2.5
KUMAI,Aug,2026-08-14,641104136100832 165,361-008,361008,BACKHOE LOADER CAT 416 F2 361-008,TLB,AB,WS-PERBAIKAN UNIT,361-008 LEPAS DAN TAMBAH ANGIN,1.0
KUMAI,Aug,2026-08-14,641104136101132 165,361-011,361011,BACKHOE LOADER CATTERPILLAR 426F2 361-011,TLB,AB,WS-PERBAIKAN UNIT,361-011 GANTI BAN,10.0
KUMAI,Aug,2026-08-14,641104132201832 145,322-018,322018,CRAWLER DUMPET PD-5000 TA 322-018,Crawler,AB,WS-PERBAIKAN UNIT,322-018 GANTI KAMPAS KOPLING,4.5
KUMAI,Aug,2026-08-14,641104125400832 055,254-008,254008,DUMP TRUCK HINO 130 HD 4X4 254-008,DT Hino,TR,WS-PERBAIKAN UNIT,254-008 CEK GARDAN BUNYI KASAR,1.0
KUMAI,Aug,2026-08-14,641104127200232 145,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 ADA SUARA KASAR DI TRANSMISI,2.0
KUMAI,Aug,2026-08-15,641104132200731 075,322-007,322007,CRAWLER DUMPER PD5000TA 322-007,Crawler,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,322-007 SERVIVE BERKALA UNIT,5.0
KUMAI,Aug,2026-08-15,641104127200232 145,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 PENURUNAN TRANSMISI,18.0
KUMAI,Aug,2026-08-15,641104125400832 055,254-008,254008,DUMP TRUCK HINO 130 HD 4X4 254-008,DT Hino,TR,WS-PERBAIKAN UNIT,254-008 PENGECEKAN GARDAN,4.0
KUMAI,Aug,2026-08-15,641104133204332 085,332-043,332043,EXCAVATOR HITACHI ZX138 M-F 332-043,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-043 PERBAIKAN FINAL DRIVE BOCOR,3.0
KUMAI,Aug,2026-08-15,641104142200732 075,422-007,,,,,WS-PERBAIKAN UNIT,422-007 RUNNING UNIT PONTON,2.0
KUMAI,Aug,2026-08-15,641104132201832 145,322-018,322018,CRAWLER DUMPET PD-5000 TA 322-018,Crawler,AB,WS-PERBAIKAN UNIT,322-018 PERGANTIAN SHAFT TRANSMISI,16.0
KUMAI,Aug,2026-08-15,641104125400432 165,254-004,254004,DUMP TRUCK ISUZU NPS 81 254-004,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-004 PEMBONGKARAN BAUT HUB,10.0
KUMAI,Aug,2026-08-15,641104142200232 075,422-002,,,,,WS-PERBAIKAN UNIT,422-002 RUNNING UNIT PONTON,24.0
KUMAI,Aug,2026-08-15,641104136100832 075,361-008,361008,BACKHOE LOADER CAT 416 F2 361-008,TLB,AB,WS-PERBAIKAN UNIT,361-008 FINISHING ENGINE+PASANG KE UNIT,5.0
KUMAI,Aug,2026-08-15,641104132201132 065,322-011,322011,CRAWLER DUMPER PD5000TA 322-011,Crawler,AB,WS-PERBAIKAN UNIT,322-011 PERBAIKAN LAMPU MATI,2.0
KUMAI,Aug,2026-08-15,641104142200732 075,422-007,,,,,WS-PERBAIKAN UNIT,422-007 ANALISA ENGINE TIDAK MAU HIDUP,2.5
KUMAI,Aug,2026-08-15,641104132202832 075,322-028,322028,CRAWLER DUMPER PD-5000 322-028,Crawler,AB,WS-PERBAIKAN UNIT,322-028 PERBAIKAN UNIT MASUK ANGIN,1.0
KUMAI,Aug,2026-08-15,641104125400432 165,254-004,254004,DUMP TRUCK ISUZU NPS 81 254-004,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-004 PENGECEKAN TROMOL,5.0
KUMAI,Aug,2026-08-15,641104136101131 075,361-011,361011,BACKHOE LOADER CATTERPILLAR 426F2 361-011,TLB,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,361-011 SERVICE BERKALA UNIT,2.0
KUMAI,Aug,2026-08-15,641104142200732 075,422-007,,,,,WS-PERBAIKAN UNIT,422-007 INSTAL BOSPAM,4.5
KUMAI,Aug,2026-08-15,641104125400332 035,254-003,254003,DUMP TRUCK ISUZU NPS 254-003,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-003 PEMASANGAN PIPE REM,10.0
KUMAI,Aug,2026-08-15,641104133204332 085,332-043,332043,EXCAVATOR HITACHI ZX138 M-F 332-043,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-043 BONGKAR FINAL DRIVE,4.0
KUMAI,Aug,2026-08-15,641104132201132 065,322-011,322011,CRAWLER DUMPER PD5000TA 322-011,Crawler,AB,WS-PERBAIKAN UNIT,322-011 PERBAIKAN AKI MELEDAK,4.0
KUMAI,Aug,2026-08-16,641104132201432 155,322-014,322014,CRAWLER DUMPER PD5000TA 322-014,Crawler,AB,WS-PERBAIKAN UNIT,322-014 GANTI ROLLER YANG PECAH,6.0
KUMAI,Aug,2026-08-16,641104142200632 075,422-006,,,,,WS-PERBAIKAN UNIT,422-006 RUNNING UNIT PONTON,11.0
KUMAI,Aug,2026-08-16,641104136100832 075,361-008,361008,BACKHOE LOADER CAT 416 F2 361-008,TLB,AB,WS-PERBAIKAN UNIT,361-008 PERBAIKAN KEBOCORAN NOZEL,8.0
KUMAI,Aug,2026-08-16,641104132201632 155,322-016,322016,CRAWLER DUMPER PD5000TA 322-016,Crawler,AB,WS-PERBAIKAN UNIT,322-016 PEMASANGAN TRACK KANAN KIRI,15.0
KUMAI,Aug,2026-08-16,641104135101232 035,351-012,351012,GRADER XCMG GR-100 351-012,Grader,AB,WS-PERBAIKAN UNIT,351-012 PERBAIKAN HOUSING PEN CYRLE,5.0
KUMAI,Aug,2026-08-16,641104127100232 035,271-002,271002,ARM ROLL HINO 130 HD DA 8589 CQ 271-002,Arm Roll,TR,WS-PERBAIKAN UNIT,271-002 PERBAIKAN CILINDER JACK BOCOR,7.0
KUMAI,Aug,2026-08-16,641104127200232 145,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 BANTU PERBAIKAN TRANSMISI,6.0
KUMAI,Aug,2026-08-16,641104125400432 135,254-004,254004,DUMP TRUCK ISUZU NPS 81 254-004,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-004 GANTI SEPRING+MODIF BUSHING,6.0
KUMAI,Aug,2026-08-16,641104132201132 065,322-011,322011,CRAWLER DUMPER PD5000TA 322-011,Crawler,AB,WS-PERBAIKAN UNIT,322-011 PERBAIKAN SISTEM PENGISIAN UNIT,4.0
KUMAI,Aug,2026-08-16,641104127200232 145,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 ASSEMBLY TRANSMISI,7.0
KUMAI,Aug,2026-08-16,641104125400532 055,254-005,254005,DUMP TRUCK ISUZU NPS 81 254-005,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-005 GANTI HUB RODA,10.0
KUMAI,Aug,2026-08-16,641104125400532 055,254-005,254005,DUMP TRUCK ISUZU NPS 81 254-005,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-005 PEMASANGAN HUB SEBELAH KIRI,6.0
KUMAI,Aug,2026-08-16,641104127200232 145,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 INSTAL TRANSMISI KE UNIT,6.0
KUMAI,Aug,2026-08-16,641104132203032 075,322-030,322030,CRAWLER DUMPER PD-5000 322-030,Crawler,AB,WS-PERBAIKAN UNIT,322-030 PENGECEKAN UNIT MASUK ANGIN,2.0
KUMAI,Aug,2026-08-18,641104132202132 145,322-021,322021,CRAWLER DUMPER PD - 5000TA 322-021,Crawler,AB,WS-PERBAIKAN UNIT,322-021 PENGENCANGAN VANBELT,1.0
KUMAI,Aug,2026-08-18,641104133204232 075,332-042,332042,EXCAVATOR HITACHI ZX138 M-F 332-042,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-042 PERBAIKAN UNIT MASUK ANGIN,8.0
KUMAI,Aug,2026-08-18,641104142200832 075,422-008,,,,,WS-PERBAIKAN UNIT,422-008 RUNNING UNIT PONTON,11.0
KUMAI,Aug,2026-08-18,641104125400432 035,254-004,254004,DUMP TRUCK ISUZU NPS 81 254-004,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-004 PRGANTIAN VAKUM ALTERNATOR,5.0
KUMAI,Aug,2026-08-18,641104142200632 075,422-006,,,,,WS-PERBAIKAN UNIT,422-006 RUNNING UNIT PONTON,11.0
KUMAI,Aug,2026-08-18,641104125105832 075,251-058,251058,DUMP TRUCK HINO 130HD 251-058,DT Hino,TR,WS-PERBAIKAN UNIT,251-058 PROGRES TURUNKAN RADIATOR,4.0
KUMAI,Aug,2026-08-18,641104125400332 035,254-003,254003,DUMP TRUCK ISUZU NPS 254-003,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-003 PERBAIKAN BEARING KING PEN,8.0
KUMAI,Aug,2026-08-18,641104132202631 075,322-026,322026,CRAWLER DUMPER PD-5000 322-026,Crawler,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,322-026 SERVICE BERKALA UNIT,4.0
KUMAI,Aug,2026-08-18,641104127200432 115,272-004,272004,ARM ROLL HINO 136 HDX 272-004,Arm Roll,TR,WS-PERBAIKAN UNIT,"272-004 PASANG ROD ARM,CONTROL VALVE",6.0
KUMAI,Aug,2026-08-18,641104142200732 075,422-007,,,,,WS-PERBAIKAN UNIT,422-007 LEPAS HEAD ENGINE PONTON,10.0
KUMAI,Aug,2026-08-18,641104133204332 115,332-043,332043,EXCAVATOR HITACHI ZX138 M-F 332-043,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-043 PERBAIKAN COMPLING POMP,14.0
KUMAI,Aug,2026-08-18,641104132201832 145,322-018,322018,CRAWLER DUMPET PD-5000 TA 322-018,Crawler,AB,WS-PERBAIKAN UNIT,322-018 ANALISA KAMPAS KOPLING SLIP,8.0
KUMAI,Aug,2026-08-18,641104142200232 075,422-002,,,,,WS-PERBAIKAN UNIT,422-002 RUNNING UNIT PONTON,6.0
KUMAI,Aug,2026-08-18,641104127200232 145,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 LANJUT STEL KABEL PTO,1.0
KUMAI,Aug,2026-08-18,641104132201632 035,322-016,322016,CRAWLER DUMPER PD5000TA 322-016,Crawler,AB,WS-PERBAIKAN UNIT,322-016 PASANG TANGKI BBM,2.0
KUMAI,Aug,2026-08-18,641104136101132 165,361-011,361011,BACKHOE LOADER CATTERPILLAR 426F2 361-011,TLB,AB,WS-PERBAIKAN UNIT,361-011 PERGANTIAN BAN BELAKANG,6.0
KUMAI,Aug,2026-08-18,641104132202132 075,322-021,322021,CRAWLER DUMPER PD - 5000TA 322-021,Crawler,AB,WS-PERBAIKAN UNIT,322-021 PRORGES MOUNTING ENGINE,2.0
KUMAI,Aug,2026-08-18,641104127200432 115,272-004,272004,ARM ROLL HINO 136 HDX 272-004,Arm Roll,TR,WS-PERBAIKAN UNIT,272-004 PASANG JACK LANDING,7.0
KUMAI,Aug,2026-08-18,641104127200232 145,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 GANTI KABEL PTO,2.0
KUMAI,Aug,2026-08-18,641104132201132 065,322-011,322011,CRAWLER DUMPER PD5000TA 322-011,Crawler,AB,WS-PERBAIKAN UNIT,322-011 CEK UNIT TIDAK BISA HIDUP,2.0
KUMAI,Aug,2026-08-18,641104132201132 065,322-011,322011,CRAWLER DUMPER PD5000TA 322-011,Crawler,AB,WS-PERBAIKAN UNIT,322-011 PERBAIKAN UNIT,5.0
KUMAI,Aug,2026-08-18,641104125105832 135,251-058,251058,DUMP TRUCK HINO 130HD 251-058,DT Hino,TR,WS-PERBAIKAN UNIT,251-058 GANTI SPRING PATAH NO 3,2.0
KUMAI,Aug,2026-08-18,641104127200532 115,272-005,272005,ARM ROLL HINO 136 HDX 272-005,Arm Roll,TR,WS-PERBAIKAN UNIT,272-005 STEL PRESURE UNIT,3.0
KUMAI,Aug,2026-08-18,641104132201632 145,322-016,322016,CRAWLER DUMPER PD5000TA 322-016,Crawler,AB,WS-PERBAIKAN UNIT,322-016 STEL KOPLING DAN PERBAIKAN,2.0
KUMAI,Aug,2026-08-18,641104132201332 065,322-013,322013,CARWLER DUMPER PD5000TA 322-013,Crawler,AB,WS-PERBAIKAN UNIT,322-013 PERBAIKAN DUDUKAN ALTERNATOR,1.0
KUMAI,Aug,2026-08-18,641104132202732 145,322-027,322027,CRAWLER DUMPER PD-5000 322-027,Crawler,AB,WS-PERBAIKAN UNIT,322-027 PERBAIKAN KOPLING TIDAK BISA BAL,1.0
KUMAI,Aug,2026-08-18,641104127200532 115,272-005,272005,ARM ROLL HINO 136 HDX 272-005,Arm Roll,TR,WS-PERBAIKAN UNIT,272-005 CEK UNIT HYD LOW,7.0
KUMAI,Aug,2026-08-19,641104127200532 115,272-005,272005,ARM ROLL HINO 136 HDX 272-005,Arm Roll,TR,WS-PERBAIKAN UNIT,272-005 GANTI SEAL SHAF DEPAN KANAN,23.0
KUMAI,Aug,2026-08-19,641104132201132 065,322-011,322011,CRAWLER DUMPER PD5000TA 322-011,Crawler,AB,WS-PERBAIKAN UNIT,322-011 GANTI AKI UNIT,2.0
KUMAI,Aug,2026-08-19,641104133204332 115,332-043,332043,EXCAVATOR HITACHI ZX138 M-F 332-043,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-043 PERBAIKAN KEBOCORAN OLI,5.0
KUMAI,Aug,2026-08-19,641104125400532 045,254-004,254004,DUMP TRUCK ISUZU NPS 81 254-004,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-004 PERGANTIAN BAUT HUB PATAH,12.0
KUMAI,Aug,2026-08-19,641104142200832 075,422-008,,,,,WS-PERBAIKAN UNIT,422-008 RUNNING UNIT PONTON,10.0
KUMAI,Aug,2026-08-19,641104136100832 145,361-008,361008,BACKHOE LOADER CAT 416 F2 361-008,TLB,AB,WS-PERBAIKAN UNIT,361-008 PERBAIKAN UNIT  TIDAK BISA MUNDU,3.0
KUMAI,Aug,2026-08-19,641104132202132 035,322-021,322021,CRAWLER DUMPER PD - 5000TA 322-021,Crawler,AB,WS-PERBAIKAN UNIT,322-021 MODIF MOUNTING ENGINE,6.0
KUMAI,Aug,2026-08-19,641104125106232 135,251-062,251062,DUMP TRUCK HINO 136 HDX 251-062,DT Hino,TR,WS-PERBAIKAN UNIT,251-062 GANTI CENTER BOLT RR,8.0
KUMAI,Aug,2026-08-19,641104125105832 075,251-058,251058,DUMP TRUCK HINO 130HD 251-058,DT Hino,TR,WS-PERBAIKAN UNIT,251-058 PERBAIKAN KISI KISI RADIATOR,10.0
KUMAI,Aug,2026-08-19,641104132202232 155,322-022,322022,CRAWLER DUMPER PD - 5000TA 322-022,Crawler,AB,WS-PERBAIKAN UNIT,322-022 GANTI TOP ROLLER SEBELAH KIRI,2.0
KUMAI,Aug,2026-08-19,641104127200432 115,272-004,272004,ARM ROLL HINO 136 HDX 272-004,Arm Roll,TR,WS-PERBAIKAN UNIT,272-004 GANTI CYLINDER JACK,10.0
KUMAI,Aug,2026-08-19,641104142200632 075,422-006,,,,,WS-PERBAIKAN UNIT,422-006 RUNNING UNIT PONTON,22.0
KUMAI,Aug,2026-08-19,641104132200832 075,322-008,322008,CRAWLER DUMPER PD5000TA 322-008,Crawler,AB,WS-PERBAIKAN UNIT,322-008 CEK OLI ENGINE KERING,1.0
KUMAI,Aug,2026-08-19,641104132200932 075,322-009,322009,CROWN KD 5000 HZL 322-009,Crawler,AB,WS-PERBAIKAN UNIT,322-009 GANTI FEED PUMP,2.0
KUMAI,Aug,2026-08-19,641104142200932 075,422-009,,,,,WS-PERBAIKAN UNIT,422-009 SEAL POMPA AIR BOCOR,1.0
KUMAI,Aug,2026-08-19,641104133204332 155,332-043,332043,EXCAVATOR HITACHI ZX138 M-F 332-043,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-043 PEMASANGAN TRACK,4.0
KUMAI,Aug,2026-08-19,641104125400632 055,254-006,254006,DUMP TRUCK ISUZU NPS 81 254-006,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-006 PENURUNAN GARDAN DAN SEMPRONG,2.0
KUMAI,Aug,2026-08-19,641104125400832 135,254-008,254008,DUMP TRUCK HINO 130 HD 4X4 254-008,DT Hino,TR,WS-PERBAIKAN UNIT,254-008 PERBAIKAN SPRING DEPAN,10.0
KUMAI,Aug,2026-08-19,641104142200732 075,422-007,,,,,WS-PERBAIKAN UNIT,422-007 CLEANING KOMPONEN CYLINDER HEAD,6.0
KUMAI,Aug,2026-08-19,641104125105832 165,251-058,251058,DUMP TRUCK HINO 130HD 251-058,DT Hino,TR,WS-PERBAIKAN UNIT,251-058 PERBAIKAN KARET BELAKANG RODA,0.5
KUMAI,Aug,2026-08-19,641104125400632 055,254-006,254006,DUMP TRUCK ISUZU NPS 81 254-006,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-006 LEPAS GARDAN DAN SEMPRONG,2.0
KUMAI,Aug,2026-08-19,641104127200432 035,272-004,272004,ARM ROLL HINO 136 HDX 272-004,Arm Roll,TR,WS-PERBAIKAN UNIT,272-004 PEMASANGAN JACK LANDING,2.0
KUMAI,Aug,2026-08-19,641104127200232 075,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 PERBAIKAN KEBOCORAN FUEL SISTEM,6.0
KUMAI,Aug,2026-08-19,641104127200432 115,272-004,272004,ARM ROLL HINO 136 HDX 272-004,Arm Roll,TR,WS-PERBAIKAN UNIT,272-004 STEL PRESURE+MODIF LOCK,3.0
KUMAI,Aug,2026-08-19,641104132201132 065,322-011,322011,CRAWLER DUMPER PD5000TA 322-011,Crawler,AB,WS-PERBAIKAN UNIT,322-011 EVAKUASI UNIT  TROUBLE,2.0
KUMAI,Aug,2026-08-19,641104127200332 035,272-003,272003,ARMROLL HINO 136 HDX 272-003,Arm Roll,TR,WS-PERBAIKAN UNIT,272-003 LAS PANGKUAN DUDUKAN PROFELER,2.0
KUMAI,Aug,2026-08-19,641104127200532 115,272-005,272005,ARM ROLL HINO 136 HDX 272-005,Arm Roll,TR,WS-PERBAIKAN UNIT,272-005 CEK UNIT HYD LOW POWER,7.0
KUMAI,Aug,2026-08-20,641104125400532 055,254-005,254005,DUMP TRUCK ISUZU NPS 81 254-005,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-005 PELEPASAN HUB,6.0
KUMAI,Aug,2026-08-20,641104127200532 115,272-005,272005,ARM ROLL HINO 136 HDX 272-005,Arm Roll,TR,WS-PERBAIKAN UNIT,272-005 TROUBLE HOOTING UNIT LOW,12.0
KUMAI,Aug,2026-08-20,641104142200932 075,422-009,,,,,WS-PERBAIKAN UNIT,422-009 RUNNING UNIT PONTON,8.0
KUMAI,Aug,2026-08-20,641104132202832 145,322-028,322028,CRAWLER DUMPER PD-5000 322-028,Crawler,AB,WS-PERBAIKAN UNIT,322-028 PERBAIKAN VANBELT PUTU,3.0
KUMAI,Aug,2026-08-20,641104127200432 045,272-004,272004,ARM ROLL HINO 136 HDX 272-004,Arm Roll,TR,WS-PERBAIKAN UNIT,272-004 PERBAIKAN SISTEM BRAKE,5.0
KUMAI,Aug,2026-08-20,641104142200832 075,422-008,,,,,WS-PERBAIKAN UNIT,422-008 RUNNING UNIT PONTON,6.0
KUMAI,Aug,2026-08-20,641104132202632 145,322-026,322026,CRAWLER DUMPER PD-5000 322-026,Crawler,AB,WS-PERBAIKAN UNIT,322-026 CEK UNIT VANBELT PUTUS,5.0
KUMAI,Aug,2026-08-20,661204000000095 080,,,,,,WS-PERBAIKAN UNIT,1-KURAS TANGKI SOLAR,5.0
KUMAI,Aug,2026-08-20,641104125400332 055,254-003,254003,DUMP TRUCK ISUZU NPS 254-003,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-003 PELEPASAN HUB DAN BAUT HUB,3.0
KUMAI,Aug,2026-08-20,641104136100832 055,361-008,361008,BACKHOE LOADER CAT 416 F2 361-008,TLB,AB,WS-PERBAIKAN UNIT,361-008 LAS HOSE +ADA REMBESAN,4.0
KUMAI,Aug,2026-08-20,641104132201132 155,322-011,322011,CRAWLER DUMPER PD5000TA 322-011,Crawler,AB,WS-PERBAIKAN UNIT,322-011 PERBAIKAN TRIGULAR ROLLER,9.0
KUMAI,Aug,2026-08-20,641104132202032 075,322-020,322020,CRAWLER DUMPER PD-5000 TA 322-020,Crawler,AB,WS-PERBAIKAN UNIT,322-020 PERBAIKAN ENGINE MOUNTING,2.0
