tanggal,bulan,bulan_no,lokasi,kelompok,jenis_pemeliharaan,kategori_sparepart,tipe_biaya,nama_unit,biaya,keterangan
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,GROUND ENGAGING SYSTEM,SPAREPART,EXCAVATOR HITACHI ZX 210G-5G 332-052,16421862.97,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,HYDRAULIC SYSTEM,SPAREPART,EXCAVATOR HITACHI ZX 210G-5G 332-052,5566605.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,NON RUTIN,GROUND ENGAGING SYSTEM,SPAREPART,EXCAVATOR HITACHI ZX 210G-5G 332-052,214016.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,ATTACHMENT SYSTEM,SPAREPART,EXCAVATOR HITACHI ZX350H-5G 332-055,488571.16,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,EXCAVATOR HITACHI ZX350H-5G 332-055,4046457.14,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,GROUND ENGAGING SYSTEM,SPAREPART,EXCAVATOR HITACHI ZX350H-5G 332-055,18632470.42,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,HYDRAULIC SYSTEM,SPAREPART,EXCAVATOR HITACHI ZX350H-5G 332-055,2371950.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,NON RUTIN,GROUND ENGAGING SYSTEM,SPAREPART,EXCAVATOR HITACHI ZX350H-5G 332-055,8010328.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,BULLDOZER KOMATSU D85E 342-016,1943765.44,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,TRANSMISSION SYSTEM,SPAREPART,BULLDOZER KOMATSU D85E 342-016,257227.27,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,NON RUTIN,UNDERCARRIAGE SYSTEM,SPAREPART,BULLDOZER KOMATSU D85E 342-016,176000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,NON RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,BULLDOZER KOMATSU D85E 342-016,13740000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,GRADER XCMG GR-135 351-014,2025320.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,FINAL DRIVE SYSTEM,SPAREPART,GRADER XCMG GR-135 351-014,4200000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,HYDRAULIC SYSTEM,SPAREPART,GRADER XCMG GR-135 351-014,6438800.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,GRADER XCMG GR-135 351-014,6121196.92,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,BRAKE SYSTEM,SPAREPART,WHEEL LOADER XCMG ZL50GN 362-002,55111.09,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,WHEEL LOADER XCMG ZL50GN 362-002,1104998.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,FINAL DRIVE SYSTEM,SPAREPART,WHEEL LOADER XCMG ZL50GN 362-002,1648477.35,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,WHEEL LOADER XCMG ZL50GN 362-002,20500000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,COMPACTOR SAKAI SV 526-D 371-014,2126078.9,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT LHL,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-009,794998.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT LHL,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HOWO NX 371 HP 313-001,794998.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT LHL,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HOWO NX 371 HP 313-002,974998.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT LHL,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HOWO NX 371 HP 313-003,794998.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT LHL,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HOWO NX 371 HP 313-004,974998.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT LHL,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HOWO NX 371 HP 313-004,1000000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT LHL,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HOWO NX 371 HP 313-001,974998.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT LHL,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HOWO NX 371 HP 313-007,974998.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-005,5650219.78,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-005,180000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-011,34024.73,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,UNDERCARRIAGE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-011,137609.92,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-012,192662.26,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-012,4256500.67,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-013,192662.26,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-013,8842036.11,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-016,1198069.54,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,AIR SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-018,3707000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-018,13712.1,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-018,735141.37,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-018,334260.59,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-018,9490036.11,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-019,69556.39,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-019,1452967.73,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-019,82736.8,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-019,1400000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-019,6442567.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-020,186378.76,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-020,717826.36,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-020,125000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-020,1544445.69,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-020,11659066.13,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-024,13712.1,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-024,21750.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-024,109925.46,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-024,953572.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-024,1402851.96,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-024,1018069.54,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,AIR CONDITIONING SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-025,2000000.0,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-025,197606.02,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-025,1345977.22,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-025,109925.46,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-025,953572.5,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,AMPAH,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-025,9759492.75,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,BUHUT LHL,MINING,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO FM 260 JD 312-014,816843.74,PEMAKAIAN PERSEDIAAN Jan 2026
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,34729.65,RAcct @ PEMELIHARAAN NON RUTIN BRAKE SYS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,52094.47,RAcct @ PEMELIHARAAN NON RUTIN SUSPENSIO
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,52094.47,RAcct @ PEMELIHARAAN NON RUTIN FRAME BOD
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,WHEEL & TYRE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,52094.47,RAcct @ PEMELIHARAAN NON RUTIN WHEEL & T
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,208377.87,RAcct @ PEMELIHARAAN NON RUTIN BRAKE SYS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,52094.47,RAcct @ PEMELIHARAAN NON RUTIN ELECTRICA
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FINAL DRIVE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,104188.94,RAcct @ PEMELIHARAAN NON RUTIN FINAL DRI
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,69459.29,RAcct @ PEMELIHARAAN NON RUTIN BRAKE SYS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SERVICE LUAR,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,104188.94,RAcct @ PEMELIHARAAN NON RUTIN DIFFENTTI
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,69459.29,RAcct @ PEMELIHARAAN NON RUTIN FRAME BOD
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,HYDRAULIC SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,69459.29,RAcct @ PEMELIHARAAN NON RUTIN HYDRAULIC
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,WHEEL & TYRE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,69459.29,RAcct @ PEMELIHARAAN NON RUTIN WHEEL & T
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,34729.65,RAcct @ PEMELIHARAAN RUTIN ENGINE SYSTEM
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,34729.65,RAcct @ PEMELIHARAAN NON RUTIN FRAME BOD
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,WHEEL & TYRE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,34729.65,RAcct @ PEMELIHARAAN NON RUTIN WHEEL & T
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,17364.82,RAcct @ PEMELIHARAAN RUTIN ENGINE SYSTEM
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,69459.29,RAcct @ PEMELIHARAAN NON RUTIN BRAKE SYS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,34729.65,RAcct @ PEMELIHARAAN NON RUTIN ELECTRICA
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,34729.65,RAcct @ PEMELIHARAAN NON RUTIN ENGINE SY
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,34729.65,RAcct @ PEMELIHARAAN NON RUTIN SUSPENSIO
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,WHEEL & TYRE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,138918.58,RAcct @ PEMELIHARAAN NON RUTIN WHEEL & T
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,34729.65,RAcct @ PEMELIHARAAN NON RUTIN BRAKE SYS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,17364.82,RAcct @ PEMELIHARAAN NON RUTIN ELECTRICA
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,382026.1,RAcct @ PEMELIHARAAN NON RUTIN FRAME BOD
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,208377.87,RAcct @ PEMELIHARAAN NON RUTIN SUSPENSIO
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,WHEEL & TYRE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,52094.47,RAcct @ PEMELIHARAAN NON RUTIN WHEEL & T
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,17364.82,RAcct @ PEMELIHARAAN RUTIN ENGINE SYSTEM
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,TRANSMISSION SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,34729.65,RAcct @ PEMELIHARAAN NON RUTIN TRANSMISS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD 25-85 251-056,17364.82,RAcct @ PEMELIHARAAN NON RUTIN BRAKE SYS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD 25-85 251-056,34729.65,RAcct @ PEMELIHARAAN NON RUTIN ENGINE SY
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FINAL DRIVE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD 25-85 251-056,69459.29,RAcct @ PEMELIHARAAN NON RUTIN FINAL DRI
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD 25-85 251-056,138918.58,RAcct @ PEMELIHARAAN NON RUTIN FRAME BOD
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD 25-86 251-057,17364.82,RAcct @ PEMELIHARAAN RUTIN ENGINE SYSTEM
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130 HD 25-86 251-057,34729.65,RAcct @ PEMELIHARAAN NON RUTIN BRAKE SYS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130HD DA 8475 JJ 251-059,34729.65,RAcct @ PEMELIHARAAN RUTIN ENGINE SYSTEM
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130HD DA 8475 JJ 251-059,17364.82,RAcct @ PEMELIHARAAN NON RUTIN STEERING
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,WHEEL & TYRE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130HD DA 8475 JJ 251-059,52094.47,RAcct @ PEMELIHARAAN NON RUTIN WHEEL & T
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,WHEEL & TYRE SYSTEM,ALOKASI WORKSHOP,DUMP TRUCK HINO 130HD DA 8476 JJ 251-060,52094.47,RAcct @ PEMELIHARAAN NON RUTIN WHEEL & T
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,34729.65,RAcct @ PEMELIHARAAN NON RUTIN SUSPENSIO
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 9526 CI/DA 8013 CM 261-007,104188.94,RAcct @ PEMELIHARAAN NON RUTIN FRAME BOD
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 9526 CI/DA 8013 CM 261-007,69459.29,RAcct @ PEMELIHARAAN NON RUTIN STEERING
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,TRANSMISSION SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 9526 CI/DA 8013 CM 261-007,34729.65,RAcct @ PEMELIHARAAN NON RUTIN TRANSMISS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,WHEEL & TYRE SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 9526 CI/DA 8013 CM 261-007,191013.05,RAcct @ PEMELIHARAAN NON RUTIN WHEEL & T
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 9458 CI/DA 8012 CM 261-009,121553.76,RAcct @ PEMELIHARAAN NON RUTIN STEERING
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 9460 CI/DA 8987 CI 261-010,34729.65,RAcct @ PEMELIHARAAN NON RUTIN SUSPENSIO
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,34729.65,RAcct @ PEMELIHARAAN NON RUTIN BRAKE SYS
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,34729.65,RAcct @ PEMELIHARAAN NON RUTIN ELECTRICA
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,104188.94,RAcct @ PEMELIHARAAN NON RUTIN ENGINE SY
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,156283.4,RAcct @ PEMELIHARAAN NON RUTIN FRAME BOD
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,17364.82,RAcct @ PEMELIHARAAN NON RUTIN STEERING
2026-01-31,Jan,1,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,ALOKASI WORKSHOP,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,52094.47,RAcct @ PEMELIHARAAN NON RUTIN SUSPENSIO
