tanggal,bulan,bulan_no,lokasi,kelompok,jenis_pemeliharaan,kategori_sparepart,tipe_biaya,nama_unit,biaya,keterangan
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,1250756.24,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,3141984.92,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,1640422.11,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,110565.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,HYDRAULIC SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,131787.15,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,AIR SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,80554.87,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,1064213.43,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,490489.17,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,182678.26,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,525.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,109458.34,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,2147714.57,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,147164.11,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,8000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,HYDRAULIC SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,52714.86,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,682746.87,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,277341.05,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,86546.63,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,566203.26,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,8000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,546987.5,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,110565.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,HYDRAULIC SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,131787.15,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,AIR SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,80554.87,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ATTACHMENT SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,100000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,182678.26,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,1403156.24,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,AIR SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,80554.87,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,972618.5,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,130000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,436546.63,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,1993.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,696008.9,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,2001109.95,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,704700.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,AIR SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,80554.87,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,110565.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,468883.39,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,HYDRAULIC SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,131787.15,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,4470385.84,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,11068357.92,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,24729.05,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,516564.06,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,387007.68,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,168181.82,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,352350.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,1171205.82,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,45000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,62026.15,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,HYDRAULIC SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,117500.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,2870334.53,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,2402771.43,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,184275.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,HYDRAULIC SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,131787.15,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,2194591.2,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,129200.4,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,252500.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,349701.51,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,1339222.35,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-86 251-057,1341637.22,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-86 251-057,163496.39,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-86 251-057,500000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130HD DA 8475 JJ 251-059,2194591.2,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130HD DA 8475 JJ 251-059,55468.21,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130HD DA 8476 JJ 251-060,73870.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMPTRUCK 136 HDX 251-063,110565.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMPTRUCK 136 HDX 251-063,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMPTRUCK 136 HDX 251-063,73870.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMPTRUCK 136 HDX 251-063,163198.08,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMPTRUCK 136 HDX 251-063,58607.83,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMPTRUCK HINO 136 HDX 251-064,73870.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMPTRUCK HINO 136 HDX 251-064,8000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,73870.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,4470385.84,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,133490.57,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,163496.39,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,86546.63,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,63601.14,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,48000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8606 CL 261-011,273493.75,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,110565.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,73870.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,949386.22,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,6155962.48,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,32000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8607 CL 261-012,12000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,110565.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,286205.13,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,73870.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,4470385.84,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,6721.72,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,32000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,73870.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,91102.9,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,1255853.31,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,28885.95,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,2566976.14,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,325000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,368550.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,477008.55,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,HYDRAULIC SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,342646.59,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,73870.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,19265.31,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,734622.45,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,16000.0,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8567 CP 262-004,73870.54,PEMAKAIAN PERSEDIAAN Apr 2026
2026-04-30,Apr,4,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,TRUCK TANGKI HINO 130 HD DA 8567 CP 262-004,10180111.1,PEMAKAIAN PERSEDIAAN Apr 2026
