id_unit,lokasi,bulan,nama_unit,kode_unit,kelompok_unit,Jenis_Sarmut,kategori,jenis_unit,unit_sewa,availability_pct,availability_target,utilisasi_pct,utilisasi_target,downtime_pct,downtime_target,source_file,efektif_hm_km_realisasi,standby_hm_km_realisasi,breakdown_hm_km_realisasi,tersedia_hm_km_realisasi,hm_km_ideal_target
361007,SUNGAI DANAU,Feb,BACKHOE LOADER CAT 416 F 361-007,361-007,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,85.71,93.0,144.2,95.0,14.29,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",199.0,0.0,23.0,138.0,161.0
361007,SUNGAI DANAU,Jan,BACKHOE LOADER CAT 416 F 361-007,361-007,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,94.29,93.0,167.88,95.0,5.71,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",277.0,5.0,10.0,165.0,175.0
361007,SUNGAI DANAU,Jun,BACKHOE LOADER CAT 416 F 361-007,361-007,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,62.5,93.0,92.38,95.0,37.5,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",97.0,31.0,63.0,105.0,168.0
361007,SUNGAI DANAU,Mar,BACKHOE LOADER CAT 416 F 361-007,361-007,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,92.21,93.0,116.2,95.0,7.79,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",165.0,13.0,12.0,142.0,154.0
361007,SUNGAI DANAU,May,BACKHOE LOADER CAT 416 F 361-007,361-007,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,59.63,93.0,73.96,95.0,40.37,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",71.0,44.0,65.0,96.0,161.0
361009,SUNGAI DANAU,Apr,BACKHOE LOADER CATTERPILLAR 426F2 361-009,361-009,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,93.14,93.0,142.94,95.0,6.86,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",233.0,4.0,12.0,163.0,175.0
361009,SUNGAI DANAU,Feb,BACKHOE LOADER CATTERPILLAR 426F2 361-009,361-009,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,100.0,93.0,116.15,95.0,0.0,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",187.0,24.0,0.0,161.0,161.0
361009,SUNGAI DANAU,Jan,BACKHOE LOADER CATTERPILLAR 426F2 361-009,361-009,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,100.0,93.0,147.43,95.0,0.0,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",258.0,7.0,0.0,175.0,175.0
361009,SUNGAI DANAU,Jun,BACKHOE LOADER CATTERPILLAR 426F2 361-009,361-009,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,91.67,93.0,162.99,95.0,8.33,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",251.0,6.0,14.0,154.0,168.0
361009,SUNGAI DANAU,Mar,BACKHOE LOADER CATTERPILLAR 426F2 361-009,361-009,BACKHOE LOADER,Sarmut Kelompok Alat Berat,AB,Backhoe Loader,False,92.21,93.0,147.18,95.0,7.79,7.0,"SASARAN_MUTU_ALAT_BERAT_2026_SATUI,xlsx",209.0,1.0,12.0,142.0,154.0
